heuristic;k;n;dataset;c;mean;cost;time in ms;average time in ms;abs. abweichung time in ms;rel. Abweichung time in ms;average cost;rel. Fehler
Generic MSM-Mean EA: generations:1000000;3;11;Lighting2;0.01;[-0.1986, -0.22751, -0.22751, -0.21595, -0.21595, -0.21595, -0.22751, -0.22751, -0.23996, -0.23996, -0.20969];3,744384;2526;;;;;
Generic MSM-Mean EA: generations:1000000;3;11;Lighting2;0.01;[-0.1986, -0.22751, -0.22751, -0.20969, -0.20969, -0.20969, -0.21595, -0.21595, -0.20969, -0.20969, -0.20416];3,740374;2532;2533;2069,333333;446,2976%;3,744860667;4,4532%
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.27772, -0.23996, -0.1986];3,751804;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.27772, -0.23996, -0.23996];3,751804;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 1;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.27772, -0.23996, -0.1986];3,751804;25;25;438,6666667;94,6082%;3,751804;4,6469%
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.27772, -0.23996, -0.1986];3,751804;257;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.21595, -0.20416, -0.27772, -0.23996, -0.1986];3,763594;257;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 1;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.27772, -0.23996, -0.1986];3,751804;256;256,6666667;207;44,6441%;3,755734;4,7565%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.27772, -0.23996, -0.23996];3,751804;2565;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.27772, -0.23996, -0.1986];3,751804;2569;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 1;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.27772, -0.23996, -0.23996];3,751804;2564;2566;2102,333333;453,4148%;3,751804;4,6469%
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.21595, -0.21595, -0.23996, -0.23996, -0.23996];3,744384;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.25093, -0.28255, -0.5111, -0.5111, -0.5111, -0.45522, -0.23996, -0.1986, -0.1986];4,111754;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 2;3;11;Lighting2;0.01;[-0.19296, -0.19296, -0.20969, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.2454, -0.23996, -0.23996];3,752004;26;25,33333333;438,3333333;94,5363%;3,869380667;7,9264%
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.20969, -0.20416, -0.20416, -0.20416, -0.20416, -0.1986];3,745904;255;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.21595, -0.20416, -0.20416, -0.1986];3,740374;255;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 2;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.22751, -0.21595, -0.21595, -0.21595, -0.21595, -0.20416, -0.20416, -0.1986];3,740374;254;254,6666667;209;45,0755%;3,742217333;4,3795%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.2454, -0.23996, -0.1986];3,749824;2562;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;Lighting2;0.01;[-0.22751, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.2454, -0.23996, -0.23996];3,749824;2552;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 2;3;11;Lighting2;0.01;[-0.19296, -0.19296, -0.20969, -0.20969, -0.20969, -0.20969, -0.21595, -0.21595, -0.20416, -0.20416, -0.1986];3,740374;2547;2553,666667;2090;450,7549%;3,746674;4,5038%
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.20969, -0.20969, -0.20969, -0.21595, -0.21595, -0.21595, -0.23996, -0.23996, -0.23996];3,744384;26;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;Lighting2;0.01;[-0.22751, -0.25093, -0.25093, -0.28255, -0.5111, -0.5111, -0.5111, -0.5111, -0.45522, -0.45522, -0.45522];3,987364;25;;;;;
Buckets MSM-Mean EA: generations:10000, bucketradius: 3;3;11;Lighting2;0.01;[-0.19296, -0.20969, -0.20969, -0.20969, -0.21595, -0.2454, -0.2454, -0.2454, -0.23996, -0.23996, -0.1986];3,752004;25;25,33333333;438,3333333;94,5363%;3,827917333;6,7699%
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.21595, -0.21595, -0.23996, -0.23996, -0.23996];3,744384;252;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.22751, -0.2454, -0.2454, -0.27772, -0.45522, -0.45522, -0.45522, -0.45522];3,911484;254;;;;;
Buckets MSM-Mean EA: generations:100000, bucketradius: 3;3;11;Lighting2;0.01;[-0.20969, -0.20969, -0.20969, 0.046767, 0.046767, 0.046767, 0.046767, -0.20416, -0.20416, -0.20416, -0.1986];4,221105;254;253,3333333;210,3333333;45,3630%;3,958991;10,4258%
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.21595, -0.21595, -0.21595, -0.21595, -0.21595, -0.21595, -0.1986, -0.1986];3,740374;2535;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.20969, -0.21595, -0.21595, -0.20416, -0.20416, -0.20416];3,740374;2546;;;;;
Buckets MSM-Mean EA: generations:1000000, bucketradius: 3;3;11;Lighting2;0.01;[-0.19296, -0.22751, -0.22751, -0.20969, -0.20969, -0.21595, -0.21595, -0.21595, -0.20416, -0.20416, -0.20416];3,740374;2545;2542;2078,333333;448,2387%;3,740374;4,3281%
MSM-Mean Exact;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;483;;;;;
MSM-Mean Exact;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;486;;;;;
MSM-Mean Exact;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;479;482,6666667;0;0,0000%;8,843612;0,0000%
3-MSM-Mean;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;475;;;;;
3-MSM-Mean;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;477;;;;;
3-MSM-Mean;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;475;475,6666667;7;1,4503%;8,843612;0,0000%
Buckets MSM-Mean: bucketsize:2;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;0;;;;;
Buckets MSM-Mean: bucketsize:2;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;0;0;482,6666667;100,0000%;8,843612;0,0000%
Buckets MSM-Mean: bucketsize:3;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;1;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;0;;;;;
Buckets MSM-Mean: bucketsize:3;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;1;0,666666667;482;99,8619%;8,843612;0,0000%
Buckets MSM-Mean: bucketsize:4;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;3;;;;;
Buckets MSM-Mean: bucketsize:4;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;3;3;479,6666667;99,3785%;8,843612;0,0000%
Buckets MSM-Mean: bucketsize:5;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;10;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;11;;;;;
Buckets MSM-Mean: bucketsize:5;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];8,843612;10;10,33333333;472,3333333;97,8591%;8,843612;0,0000%
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.27618, -0.25844, -0.18694, -0.233, -0.17461, -0.17461, -0.16032, -0.16032, -0.25022, -0.30775, -0.53801];9,343082;61;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.18694, -0.18694, 0.001923, -0.17461, -0.16032, -0.62136, -0.30775, -0.25022, -0.29064];9,533285;59;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.18694, -0.18694, -0.17461, -0.17461, -0.15258, -0.16032, -0.25022, -0.25022, -0.29064];8,948902;67;62,33333333;420,3333333;87,0856%;9,275089667;4,8790%
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.27618, -0.27618, -0.233, -0.233, -0.17461, -0.17461, -0.16032, -0.15258, -0.5752, -0.25022, -0.53801];9,439412;674;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.25844, -0.069067, -0.18694, 0.30131, -0.17461, 0.001923, 0.25629, -0.16032, -0.5752, -0.25022, -0.53801];10,686958;595;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.069067, -0.27618, -0.233, -0.18694, -0.17461, -0.60009, -0.15258, -0.15258, -0.30775, -0.30775, -0.29064];9,525435;804;691;208,3333333;43,1630%;9,883935;11,7636%
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.27618, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.16032, -0.15258, -0.30775, -0.25022, -0.53801];9,124202;7312;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.069067, -0.27618, -0.48805, -0.18694, -0.17461, 0.001923, 0.25629, -0.15258, -0.25022, -0.25022, -0.066864];10,164184;6241;;;;;
Average Buckets MSM-Mean: bucketsize:2, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.25844, -0.25844, -0.233, -0.18694, -0.17291, -0.17291, 0.25629, -0.15258, -0.30775, -0.25022, -0.29064];9,279662;6512;6688,333333;6205,666667;1285,7044%;9,522682667;7,6787%
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;Lighting7;1.0;[0.29044, -0.25844, -0.27618, -0.17461, -0.18694, -0.17291, -0.62136, -0.15258, -0.61944, -0.53801, -0.29064];10,566032;81;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.233, -0.069067, -0.233, -0.17461, -0.17461, -0.17291, -0.30775, -0.30775, -0.15258, 0.21956, -0.53801];10,266815;51;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.27618, 0.001923, -0.17461, 0.001923, -0.30775, -0.30775, -0.30775, -0.066864, -0.25022];9,780264;67;66,33333333;416,3333333;86,2569%;10,20437033;15,3869%
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.27618, -0.069067, -0.27618, 0.001923, -0.5682, -0.18694, -0.30775, -0.15258, -0.30775, -0.53801, -0.5752];10,517768;589;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.069067, -0.27618, -0.25844, -0.17461, -0.17461, -0.18694, -0.30775, -0.15258, -0.62136, 0.21956, -0.29064];10,034925;589;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.069067, -0.27618, -0.069067, 0.001923, -0.17291, -0.18694, -0.15258, -0.30775, -0.61708, -0.5752, -0.25022];10,220271;791;656,3333333;173,6666667;35,9807%;10,25765467;15,9894%
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.27618, -0.27618, -0.233, -0.5682, -0.18694, -0.17461, -0.30775, -0.62136, -0.30775, -0.066864, 0.21956];11,139256;5772;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.069067, -0.25844, -0.25844, -0.17291, -0.17461, -0.18694, -0.16032, -0.15258, -0.61944, -0.5752, -0.29064];9,756375;6439;;;;;
Average Buckets MSM-Mean: bucketsize:3, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.27618, -0.48805, -0.233, -0.17291, 0.001923, -0.17291, -0.16032, -0.16032, -0.15258, -0.53801, -0.25022];9,754905;7084;6431,666667;5949;1232,5276%;10,21684533;15,5280%
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.233, -0.233, -0.25844, -0.48805, -0.17291, 0.17919, -0.16032, -0.17461, -0.61944, -0.53801, -0.61944];11,060286;58;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.48805, -0.57783, -0.18694, -0.25844, 0.001923, -0.17461, -0.61708, 0.001923, -0.25022, -0.066864, -0.30775];10,552004;103;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.233, -0.27618, -0.069067, -0.18694, -0.16032, -0.17461, -0.61708, -0.17291, -0.53801, -0.61944, -0.53801];10,457995;75;78,66666667;404;83,7017%;10,690095;20,8793%
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.18694, -0.18694, -0.55433, -0.233, 0.001923, -0.17291, -0.17291, -0.15258, -0.30775, -0.30775, -0.25022];9,806855;745;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.069067, -0.18694, -0.27618, -0.233, -0.17461, -0.15258, -0.17461, -0.17461, -0.25022, -0.61944, -0.53801];10,034115;754;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.18694, -0.27618, -0.233, -0.233, -0.17291, -0.15258, -0.60009, -0.15258, 0.21956, -0.29064, -0.61944];10,497842;582;693,6666667;211;43,7155%;10,11293733;14,3530%
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.233, -0.18694, -0.18694, -0.25844, -0.17461, -0.17461, -0.61708, -0.15258, -0.53801, -0.066864, -0.5752];10,322348;6538;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.48805, -0.62478, -0.25844, -0.18694, -0.15258, -0.16032, -0.17291, -0.60009, -0.5752, -0.25022, 0.21956];11,29248;8293;;;;;
Average Buckets MSM-Mean: bucketsize:4, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.18694, -0.48805, -0.18694, -0.18694, -0.17461, -0.16032, -0.17291, -0.16032, -0.53801, -0.53801, -0.29064];9,727412;8857;7896;7413,333333;1535,9116%;10,44741333;18,1351%
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.18694, -0.233, -0.25844, -0.48805, -0.57783, -0.15258, -0.25022, -0.62136, -0.25022, -0.5752, -0.066864];10,896018;139;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.17291, -0.27618, 0.419, -0.233, -0.18694, -0.17461, -0.17461, -0.17461, 0.001923, -0.25022, -0.066864];10,211001;139;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:10000, iteration:10;3;11;Lighting7;1.0;[-0.25844, -0.62478, -0.5682, -0.069067, -0.18694, -0.30775, -0.17461, -0.61708, -0.15258, -0.25022, -0.53801];10,834085;141;139,6666667;343;71,0635%;10,64703467;20,3924%
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.17291, -0.48805, -0.17291, -0.17291, -0.233, -0.25022, -0.30775, -0.25022, -0.60009, -0.25022, -0.29064];9,888242;1396;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;Lighting7;1.0;[0.17919, -0.55433, -0.233, -0.17291, -0.5682, -0.16032, -0.16032, -0.17461, -0.15258, -0.25022, -0.29064];10,160202;1395;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:100000, iteration:10;3;11;Lighting7;1.0;[-0.48805, -0.233, -0.25844, -0.18694, -0.5682, -0.30775, 0.45786, -0.17461, -0.61944, -0.25022, -0.29064];10,606692;1395;1395,333333;912,6666667;189,0884%;10,21837867;15,5453%
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.25844, -0.62478, -0.62478, -0.17291, -0.17291, -0.30775, -0.17461, -0.15258, -0.15258, -0.62136, -0.29064];10,653022;14389;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.55433, -0.27618, 0.17919, -0.48805, -0.17291, 0.001923, -0.15258, -0.30775, -0.30775, 0.21956, -0.066864];10,870321;14471;;;;;
Average Buckets MSM-Mean: bucketsize:5, rand:1000000, iteration:10;3;11;Lighting7;1.0;[-0.25844, -0.069067, -0.18694, -0.18694, 0.29044, -0.16032, -0.16032, 0.001923, -0.61944, -0.25022, -0.53801];10,525968;14465;14441,66667;13959;2892,0580%;10,68310367;20,8002%
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;Lighting7;1.0;[-0.25844, -0.069067, -0.48805, -0.57783, -0.5682, 0.001923, -0.15258, -0.16032, -0.61944, -0.25022, -0.066864];10,803954;27;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;Lighting7;1.0;[0.29044, -0.27618, 0.419, -0.18694, -0.5682, 0.001923, -0.15258, 0.25629, -0.61944, 0.21956, -0.066864];12,038171;24;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:10000;3;11;Lighting7;1.0;[0.29044, -0.069067, 0.419, -0.18694, 0.17919, 0.001923, -0.15258, -0.16032, -0.61944, -0.25022, -0.29064];11,091928;24;25;457,6666667;94,8204%;11,311351;27,9042%
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;Lighting7;1.0;[0.29044, -0.27618, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.62136, -0.61944, -0.5752, -0.53801];10,737572;246;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.18694, 0.17919, -0.17461, -0.15258, 0.25629, -0.30775, 0.21956, -0.53801];10,329472;262;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:100000;3;11;Lighting7;1.0;[-0.25844, -0.62478, -0.233, -0.18694, 0.17919, 0.001923, -0.15258, -0.16032, -0.61944, -0.25022, -0.29064];10,032535;252;253,3333333;229,3333333;47,5138%;10,36652633;17,2205%
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.48805, -0.57783, -0.17291, 0.001923, -0.15258, -0.16032, -0.30775, -0.25022, -0.066864];9,889861;2558;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.48805, -0.18694, -0.5682, 0.001923, -0.15258, -0.16032, -0.30775, -0.25022, -0.29064];9,670485;2608;;;;;
Random Buckets MSM-Mean: bucketsize:2, rand:1000000;3;11;Lighting7;1.0;[-0.25844, -0.069067, -0.233, 0.30131, -0.17291, 0.001923, -0.15258, -0.16032, -0.30775, -0.25022, -0.53801];9,962878;2600;2588,666667;2106;436,3260%;9,841074667;11,2789%
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.48805, -0.18694, -0.17291, -0.17461, -0.16032, -0.25022, -0.066864];13,593588;18;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;Lighting7;1.0;[0.29044, -0.069067, -0.233, 0.30131, 0.17919, 0.001923, -0.61708, -0.30775, -0.5752, -0.066864];13,725944;18;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:10000;3;11;Lighting7;1.0;[-0.25844, -0.069067, -0.233, -0.18694, -0.17461, 0.45786, 0.25629, -0.5752, -0.29064];14,593225;18;18;464,6666667;96,2707%;13,970919;57,9775%
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;Lighting7;1.0;[0.29044, -0.069067, -0.233, -0.57783, -0.5682, -0.17461, -0.15258, -0.16032, 0.4696, 0.21956, -0.066864];11,856691;189;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;Lighting7;1.0;[0.29044, -0.233, -0.18694, -0.17291, -0.17461, -0.15258, -0.16032, -0.30775, -0.25022, -0.066864];11,713258;189;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:100000;3;11;Lighting7;1.0;[-0.069067, -0.233, -0.18694, -0.17291, 0.001923, -0.61708, 0.25629, -0.61944, -0.25022, -0.29064];12,533288;186;188;294,6666667;61,0497%;12,03441233;36,0803%
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;Lighting7;1.0;[0.29044, -0.27618, -0.233, -0.18694, -0.17291, -0.60009, -0.15258, -0.16032, -0.61944, -0.5752, -0.066864];10,678418;1897;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;Lighting7;1.0;[-0.25844, -0.62478, 0.419, -0.57783, -0.17291, -0.17461, -0.15258, -0.62136, -0.61944, -0.25022, -0.53801];11,255202;1891;;;;;
Random Buckets MSM-Mean: bucketsize:3, rand:1000000;3;11;Lighting7;1.0;[-0.25844, -0.27618, -0.233, -0.57783, 0.17919, 0.001923, -0.15258, 0.25629, -0.30775, -0.25022, -0.29064];10,179745;1894;1894;1411,333333;292,4033%;10,704455;21,0417%
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;Lighting7;1.0;[0.29044, -0.233, 0.30131, -0.60009, 0.45786, -0.16032, -0.30775, -0.25022, -0.066864];15,607798;13;;;;;
Random Buckets MSM-Mean: bucketsize:4, rand:10000;3;11;Lighting7;1.0;[-0.62478, -0.48805, 0.30131, -0.17291, -0.60009, 0.45786, -0.30775, -0.5752, -0.53801];15,908342;13;;;;;
